Concept ID,Norwegian Term,English Term,Released,VSO Applicable
321573006,klozapin tab 25 mg,Clozapine 25 mg oral tablet,,True
324244008,klaritromycin tab 500 mg,Clarithromycin 500 mg oral tablet,,True
1030781000202101,cannabidiol dråper 50 mg/ml,Cannabidiol 50 mg/mL oral drops solution,,True
1077231000202108,adapalen/benzoylperoksid gel 3 mg/g + 25 mg/g,Adapalene 3 mg/g and benzoyl peroxide 25 mg/g cutaneous gel,,True
1101371000202106,kolekalsiferol dråper 800 IE,Cholecalciferol 800 international unit oral drops solution,,True
332055005,flutikasonpropionat krem 500 mikrog/g,Fluticasone propionate 500 microgram/g cutaneous cream,,True
1092921000202108,"gadotersyre inj væske 2,5 mikromol/ml",Gadoteric acid 2.5 umol/mL solution for injection,,True
765555008,fesoterodinfumarat DEPOTtab 8 mg,Fesoterodine fumarate 8 mg prolonged-release oral tablet,,True
785106001,kargluminsyre disperg tab 200 mg,Carglumic acid 200 mg dispersible oral tablet,,True
1018791000202109,zolmitriptan nesespray 5 mg/aktivering,Zolmitriptan 5 mg/actuation nasal solution spray,,True
321614001,olanzapin tab 10 mg,Olanzapine 10 mg oral tablet,,True
1120791000202109,amoksicillin (som amoksicillintrihydrat) tab 500 mg,Amoxicillin (as amoxicillin trihydrate) 500 mg oral tablet,,True
787866001,venetoklaks tab 50 mg,Venetoclax 50 mg oral tablet,,True
1022521000202105,"hepatitt B-virus overflateantigen, rekombinant inj væske 20 mikrog/sprøyte",Hepatitis B virus recombinant surface antigen 20 microgram suspension for injection syringe,,True
840669009,lenvatinib (som lenvatinibmesilat) kaps 10 mg,Lenvatinib (as lenvatinib mesilate) 10 mg oral capsule,,True
1018711000202103,etanercept inj væske 50 mg/penn,Etanercept 50 mg solution for injection pen,,True
1032141000202109,ebastin tab 10 mg,Ebastine 10 mg oral tablet,,True
1213871000202104,natriumklorid inj/inf væske 9 mg/ml,Sodium chloride 9 mg/mL solution for infusion or injection,,True
318980005,kandesartancileksetil tab 16 mg,Candesartan cilexetil 16 mg oral tablet,,True
1016901000202102,ketotifen (som ketotifenhydrogenfumarat) øyedr 250 mikrog/ml,Ketotifen (as ketotifen fumarate) 250 microgram/mL eye drops solution,,True
1037311000202107,tiopentalnatrium pulv til inj væske 1 g/hgl,Thiopental sodium 1 g powder for solution for injection vial,,True
895679009,dinitrogenoksid medisinsk gass 1 ml/ml,Nitrous oxide 1 mL/mL gas for inhalation,,True
1017251000202109,nepafenak øyedr 1 mg/ml,Nepafenac 1 mg/mL eye drops suspension,,True
765566001,tramadolhydroklorid DEPOTtab 300 mg,Tramadol hydrochloride 300 mg prolonged-release oral tablet,,False
322623000,tramadolhydroklorid kaps 50 mg,Tramadol hydrochloride 50 mg oral capsule,,True
318021009,bumetanid tab 1 mg,Bumetanide 1 mg oral tablet,,True
1027571000202106,lanreotid (som lanreotidacetat) inj væske 60 mg/sprøyte,Lanreotide (as lanreotide acetate) 60 mg solution for injection syringe,,True
321624009,kvetiapin (som kvetiapinfumarat) tab 25 mg,Quetiapine (as quetiapine fumarate) 25 mg oral tablet,,True
218251000202104,propranololhydroklorid mikst 5 mg/ml,Propranolol hydrochloride 5 mg/mL oral solution,,True
444639002,"hydroklortiazid/losartankalium tab 12,5 mg + 100 mg",Hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet,,True
1123001000202107,amoksicillin (som amoksicillintrihydrat)/klavulansyre (som kaliumklavulanat) tab 500 mg + 125 mg,Amoxicillin (as amoxicillin trihydrate) 500 mg and clavulanic acid (as clavulanate potassium) 125 mg oral tablet,,True
704472001,rivaroksaban tab 10 mg,Rivaroxaban 10 mg oral tablet,,True
1088981000202107,teriparatid inj væske 20 mikrog/aktivering,Teriparatide 20 microgram/actuation solution for injection,,True
783367003,pazopanib (som pazopanibhydroklorid) tab 400 mg,Pazopanib (as pazopanib hydrochloride) 400 mg oral tablet,,True
375035005,valsartan tab 160 mg,Valsartan 160 mg oral tablet,,True
1086951000202103,follitropin alfa inj væske 225 IE/penn,Follitropin alfa 225 international unit solution for injection pen,,True
1077181000202104,dapagliflozin (som dapagliflozinpropandiolmonohydrat)/saksagliptin (som saksagliptinhydroklorid) tab 10 mg + 5 mg,Dapagliflozin (as dapagliflozin propanediol monohydrate) 10 mg and saxagliptin (as saxagliptin hydrochloride) 5 mg oral tablet,,True
1040251000202104,levometadonhydroklorid mikst 30 mg/flaske,Levomethadone hydrochloride 30 mg oral solution bottle,,True
107381000202100,natriumperklorat dråper 300 mg/ml,Sodium perchlorate 300 mg/mL oral drops solution,,True
1021361000202102,etanercept inj væske 50 mg/sprøyte,Etanercept 50 mg solution for injection syringe,,True
1078481000202109,"cinkokainhydroklorid/prednisolonkaproat rektalsalve 5 mg/g + 1,9 mg/g",Dibucaine hydrochloride 5 mg/g and prednisolone caproate 1.9 mg/g rectal ointment,,True
327070006,azatioprin tab 50 mg,Azathioprine 50 mg oral tablet,,True
1120391000202108,pantoprazol (som pantoprazolnatriumsesquihydrat) enterotab 20 mg,Pantoprazole (as pantoprazole sodium sesquihydrate) 20 mg gastro-resistant oral tablet,,True
376294009,disulfiram tab 250 mg,Disulfiram 250 mg oral tablet,,True
1017541000202109,rituksimab kons til inf væske 10 mg/ml,Rituximab 10 mg/mL concentrate for solution for infusion,,True
1020161000202108,glukose (som glukosemonohydrat) inf væske 100 mg/ml,Glucose (as glucose monohydrate) 100 mg/mL solution for infusion,,True
577841000202103,momelotinib (som momelotinibdihydrokloridmonohydrat) tab 100 mg,Momelotinib (as momelotinib dihydrochloride monohydrate) 100 mg oral tablet,,True
332330006,tretinoin krem 500 mikrog/g,Tretinoin 500 microgram/g cutaneous cream,,True
1021141000202100,metotreksat kons til inf væske 100 mg/ml,Methotrexate 100 mg/mL concentrate for solution for infusion,,True
1075281000202101,bimatoprost/timololmaleat øyedr 300 mikrog/ml + 5 mg/ml,Bimatoprost 300 microgram/mL and timolol (as timolol maleate) 5 mg/mL eye drops solution,,True
347451000202100,nevirapin (som nevirapinhemihydrat) mikst 10 mg/ml,Nevirapine (as nevirapine hemihydrate) 10 mg/mL oral suspension,,True
1027391000202103,nikotin tyggegum 2 mg,Nicotine 2 mg oral gum,,True
426412009,lisdeksamfetamindimesilat kaps 50 mg,Lisdexamfetamine dimesylate 50 mg oral capsule,,True
508771000202105,cisaprid (som cisapridmonohydrat) tab 5 mg,Cisapride (as cisapride monohydrate) 5 mg oral tablet,,True
1068341000202100,c1-esteraseinhibitor (human) pulv til inj væske 1500 IE/hgl,Human C1 esterase inhibitor 1500 international unit powder for solution for injection vial,,True
1026091000202102,etoposid kons til inf væske 20 mg/ml,Etoposide 20 mg/mL concentrate for solution for infusion,,True
1036411000202103,trametinib tab 2 mg,Trametinib 2 mg oral tablet,,True
1070951000202109,levometadonhydroklorid mikst 65 mg/flaske,Levomethadone hydrochloride 65 mg oral solution bottle,,True
1086921000202105,fulvestrant inj væske 250 mg/sprøyte,Fulvestrant 250 mg solution for injection syringe,,True
1017201000202108,budesonid DEPOTkaps 3 mg,Budesonide 3 mg prolonged-release oral capsule,,True
318970006,irbesartan tab 300 mg,Irbesartan 300 mg oral tablet,,True
1024671000202103,vinorelbin (som vinorelbintartrat) kons til inf væske 10 mg/ml,Vinorelbine (as vinorelbine tartrate) 10 mg/mL concentrate for solution for infusion,,True
1020021000202102,gammaaminosmørsyre kaps 500 mg,Gamma-aminobutyric acid 500 mg oral capsule,,True
386213008,olanzapin smeltetab 20 mg,Olanzapine 20 mg orodispersible tablet,,True
1102371000202100,testosteron transdermalgel 23 mg/aktivering,Testosterone 23 mg/actuation transdermal gel,,True
1208590009,sertralin (som sertralinhydroklorid) tab 25 mg,Sertraline (as sertraline hydrochloride) 25 mg oral tablet,,True
325279004,metforminhydroklorid tab 850 mg,Metformin hydrochloride 850 mg oral tablet,,True
765687000,nifedipin DEPOTtab 30 mg,Nifedipine 30 mg prolonged-release oral tablet,,True
1215101000202101,"cefuroksim pulv til inj/inf væske 1,5 g/pose",Product containing precisely cefuroxime 1.5 gram/1 bag powder for conventional release solution for infusion or injection,,True
417678003,zonisamid kaps 50 mg,Zonisamide 50 mg oral capsule,,True
1078261000202102,"cannabidiol/dronabinol blomst, tørret 10 mg/g + 140 mg/g",Cannabidiol 10 mg/g and dronabinol 140 mg/g dried flowers,,True
322809004,sumatriptan (som sumatriptansuksinat) tab 100 mg,Sumatriptan (as sumatriptan succinate) 100 mg oral tablet,,True
329587009,diklofenaknatrium enterotab 50 mg,Diclofenac sodium 50 mg gastro-resistant oral tablet,,True
1089061000202108,"desoksymetason krem 2,5 mg/g",Desoximetasone 2.5 mg/g cutaneous cream,,True
377262008,"hydroklortiazid/kandesartancileksetil tab 12,5 mg + 16 mg",Candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet,,True
783591008,lofepramin (som lofepraminhydroklorid) tab 70 mg,Lofepramine (as lofepramine hydrochloride) 70 mg oral tablet,,True
1339085006,tafluprost/timolol (som timololmaleat) øyedr 15 mikrog/ml + 5 mg/ml,Tafluprost 15 microgram/mL and timolol (as timolol maleate) 5 mg/mL eye drops solution,,True
332904001,ketokonazol krem 20 mg/g,Ketoconazole 20 mg/g cutaneous cream,,True
765714008,teofyllin DEPOTtab 300 mg,Theophylline 300 mg prolonged-release oral tablet,,True
1096861000202107,metforminhydroklorid/sitagliptin tab 1 g + 50 mg,Metformin hydrochloride 1 g and sitagliptin 50 mg oral tablet,,True
765870004,omeprazol enterokaps 20 mg,Omeprazole 20 mg gastro-resistant oral capsule,,True
1017621000202104,pramipeksol (som pramipeksoldihydrokloridmonohydrat) DEPOTtab 520 mikrog,Pramipexole (as pramipexole dihydrochloride monohydrate) 520 microgram prolonged-release oral tablet,,True
268001000202106,naproksen tab 250 mg,Naproxen 250 mg oral tablet,,True
407917008,valganciklovir (som valganciklovirhydroklorid) tab 450 mg,Valganciclovir (as valganciclovir hydrochloride) 450 mg oral tablet,,True
326925007,etoposid kaps 50 mg,Etoposide 50 mg oral capsule,,True
198181000202101,pasireotid (som pasireotidpamoat) pulv til inj væske 10 mg/hgl,Pasireotide (as pasireotide pamoate) 10 mg powder for suspension for injection vial,,True
1033111000202103,"kortisonacetat tab 2,5 mg",Cortisone acetate 2.5 mg oral tablet,,True
1034601000202106,bromheksinhydroklorid mikstur 800 mikrog/ml,Bromhexine hydrochloride 800 microgram/mL oral liquid,,True
438518006,"tadalafil tab 2,5 mg",Tadalafil 2.5 mg oral tablet,,True
148361000202101,adrenalin/lidokainhydroklorid (som lidokainhydrokloridmonohydrat) inj væske 5 mikrog/ml + 10 mg/ml,Epinephrine 5 microgram/mL and lidocaine hydrochloride (as lidocaine hydrochloride monohydrate) 10 mg/mL solution for injection,,True
332213006,acitretin kaps 25 mg,Acitretin 25 mg oral capsule,,True
1120611000202106,prazosin (som prazosinhydroklorid) kaps 1 mg,Prazosin (as prazosin hydrochloride) 1 mg oral capsule,,True
1040751000202108,simoctokog alfa pulv til inj væske 2000 IE/hgl,Simoctocog alfa 2000 international unit powder for solution for injection vial,,False
324480006,rifampicin kaps 300 mg,Rifampicin 300 mg oral capsule,,True
1039011000202101,tedizolidfosfat pulv til kons til inf væske 200 mg/hgl,Tedizolid phosphate 200 mg powder for concentrate for solution for infusion vial,,True
1040381000202101,turoktokog alfa pulv til inj væske 1000 IE/hgl,Turoctocog alfa 1000 international unit powder for solution for injection vial,,False
1043021000202106,darbepoetin alfa inj væske 150 mikrog/sprøyte,Darbepoetin alfa 150 microgram solution for injection syringe,,True
765572001,tramadolhydroklorid DEPOTtab 200 mg,Tramadol hydrochloride 200 mg prolonged-release oral tablet,,False
1028421000202107,esketamin (som esketaminhydroklorid) inj/inf væske 25 mg/ml,Esketamine (as esketamine hydrochloride) 25 mg/mL solution for infusion or injection,,True
1086841000202107,humanglukagon nesepulv 3 mg/aktivering,Glucagon 3 mg/actuation nasal powder,,True
1149317001,"seleksipag tab 1,4 mg",Selexipag 1.4 mg oral tablet,,True
318056008,spironolakton tab 25 mg,Spironolactone 25 mg oral tablet,,True
197471000202107,xylometazolinhydroklorid nesespray 1 mg/ml,Xylometazoline hydrochloride 1 mg/mL solution for nasal spray,,True
332908003,mikonazolnitrat krem 20 mg/g,Miconazole nitrate 20 mg/g cutaneous cream,,True
326037007,akarbose tab 50 mg,Acarbose 50 mg oral tablet,,True
325728006,finasterid tab 5 mg,Finasteride 5 mg oral tablet,,True
1079681000202101,natriumlaurylsulfoacetat/natriumsitrat/sorbitol rektalvæske 9 mg/ml + 90 mg/ml + 625 mg/ml,Sodium citrate 90 mg/mL and sodium lauryl sulfoacetate 9 mg/mL and sorbitol 625 mg/mL rectal solution,,True
508341000202101,fluoridion (som natriumfluorid) sugetab 750 mikrog,Fluoride ion (as sodium fluoride) 750 microgram oromucosal lozenge,,True
346938005,klobetasolpropionat krem 500 mikrog/g,Clobetasol propionate 500 microgram/g cutaneous cream,,True
324744007,aciklovir tab 800 mg,Acyclovir 800 mg oral tablet,,True
487921000202104,sakubitril/valsartan kaps 6 mg + 6 mg,Sacubitril 6 mg and valsartan 6 mg oral capsule,,True
1028401000202101,fosfenytoindinatrium kons til inj/inf væske 75 mg/ml,Fosphenytoin sodium 75 mg/mL concentrate for solution for infusion or injection,,True
1032411000202104,"glibenklamid tab 1,75 mg",Glibenclamide 1.75 mg oral tablet,,True
1034471000202103,domperidon tab 10 mg,Domperidone 10 mg oral tablet,,True
1101291000202100,anti-human-T-lymfocytt globulin (kanin) kons til inf væske 20 mg/ml,Rabbit anti-human T-lymphocyte globulin 20 mg/mL concentrate for solution for infusion,,True
1004651000202101,tyroidea-kjertel tab 30 mg,Thyroid gland 30 mg oral tablet,,False
415557006,solifenacinsuksinat tab 5 mg,Solifenacin succinate 5 mg oral tablet,,True
1090361000202103,meropenem pulv til inj/inf væske 500 mg/hgl,Meropenem 500 mg powder for solution for infusion or injection vial,,True
1028771000202102,midazolam mikst 2 mg/ml,Midazolam 2 mg/mL oral solution,,True
326324002,etinyløstradiol/levonorgestrel tab 30 mikrog + 150 mikrog,Ethinylestradiol 30 microgram and levonorgestrel 150 microgram oral tablet,,True
322825009,"zolmitriptan tab 2,5 mg",Zolmitriptan 2.5 mg oral tablet,,True
1071071000202105,lidokain medisinert plaster 700 mg,Lidocaine 700 mg cutaneous plaster,,True
321592008,risperidon tab 4 mg,Risperidone 4 mg oral tablet,,True
1031001000202102,glukose (som glukosemonohydrat) inf væske 50 mg/ml,Glucose (as glucose monohydrate) 50 mg/mL solution for infusion,,True
864001005,lomitapid (som lomitapidmesilat) kaps 5 mg,Lomitapide (as lomitapide mesylate) 5 mg oral capsule,,True
318591005,bisoprololfumarat tab 10 mg,Bisoprolol fumarate 10 mg oral tablet,,True
781752008,adenosin inj væske 3 mg/ml,Adenosine 3 mg/mL solution for injection,,True
477821000202101,dronabinol dråper 10 mg/ml,Dronabinol 10 mg/mL oral drops solution,,True
331995007,"hydrokortisonbutyrat liniment, emulsjon 1 mg/g",Hydrocortisone butyrate 1 mg/g cutaneous emulsion,,True
782002006,mivakuriumklorid inj væske 2 mg/ml,Mivacurium (as mivacurium chloride) 2 mg/mL solution for injection,,True
1268397004,cetuksimab inf væske 5 mg/ml,Cetuximab 5 mg/mL solution for infusion,,True
704475004,"rivaroksaban tab 2,5 mg",Rivaroxaban 2.5 mg oral tablet,,True
1118351000202107,ledipasvir/sofosbuvir gran 45 mg/dosepose + 200 mg/dosepose,Ledipasvir 45 mg and sofosbuvir 200 mg oral granules sachet,,True
329714006,indometacin kaps 25 mg,Indomethacin 25 mg oral capsule,,True
1086531000202103,alimemazin dråper 40 mg/ml,Trimeprazine 40 mg/mL oral drops solution,,True
318707000,moksonidin tab 200 mikrog,Moxonidine 200 microgram oral tablet,,True
1003601000202100,morfinhydrokloridtrihydrat inj væske 20 mg/ml,Morphine hydrochloride trihydrate 20 mg/mL solution for injection,,True
1074211000202109,ivakaftor/lumakaftor gran 125 mg/dosepose + 100 mg/dosepose,Ivacaftor 125 mg and lumacaftor 100 mg oral granules sachet,,True
323243009,biperidenhydroklorid tab 2 mg,Biperiden hydrochloride 2 mg oral tablet,,True
368021000202106,mekobalamin tyggetab 1 mg,Methylcobalamin 1 mg chewable tablet,,True
167641000202103,fluor (som natriumfluorid) tannpasta 5 mg/g,Fluorine (as sodium fluoride) 5 mg/g dental paste,,True
1028921000202103,glukose (som glukosemonohydrat) inf væske 300 mg/ml,Glucose (as glucose monohydrate) 300 mg/mL solution for infusion,,True
1015901000202109,borsyre øredr 30 mg/ml,Boric acid 30 mg/mL ear drops solution,,True
324506000,dapson tab 50 mg,Dapsone 50 mg oral tablet,,True
419367007,parikalsitol kaps 1 mikrog,Paricalcitol 1 microgram oral capsule,,True
1156144009,gadobensyre (som gadobenatdimeglumin) inj væske 334 mg/ml,Gadobenic acid (as meglumine gadobenate) 334 mg/mL solution for injection,,True
1149477006,rufinamid tab 100 mg,Rufinamide 100 mg oral tablet,,True
1163296007,kvetiapin (som kvetiapinfumarat) DEPOTtab 150 mg,Quetiapine (as quetiapine fumarate) 150 mg prolonged-release oral tablet,,True
370164001,acetylsalisylsyre tyggetab 81 mg,Aspirin 81 mg chewable tablet,,True
1074701000202100,elbasvir/grazoprevir tab 50 mg + 100 mg,Elbasvir 50 mg and grazoprevir 100 mg oral tablet,,True
333201009,"klorheksidinglukonat liniment, oppl 40 mg/ml",Chlorhexidine gluconate 40 mg/mL cutaneous solution,,True
1040491000202105,levometadonhydroklorid mikst 40 mg/flaske,Levomethadone hydrochloride 40 mg oral solution bottle,,True
1003341000202108,morfinsulfatpentahydrat mikst 2 mg/ml,Morphine sulphas pentahydrate 2 mg/mL oral solution,,True
1106411000202100,kabotegravir DEPOTinj væske 600 mg/hgl,Cabotegravir 600 mg prolonged-release suspension for injection vial,,True
1039331000202108,tilmanocept prep sett til radioaktive legemidler 50 mikrog/hgl,Tilmanocept 50 microgram kit for radiopharmaceutical preparation vial,,True
1018101000202101,paliperidon (som paliperidonpalmitat) DEPOTinj væske 50 mg/sprøyte,Paliperidone (as paliperidone palmitate) 50 mg prolonged-release suspension for injection syringe,,True
329344007,alfakalsidol kaps 500 ng,Alfacalcidol 500 nanogram oral capsule,,True
387801000202105,natriumtiosulfat inj/inf væske 100 mg/ml,Sodium thiosulfate 100 mg/mL solution for infusion or injection,,True
1021311000202104,filgrastim inj/inf væske 480 mikrog/sprøyte,Filgrastim 480 microgram solution for infusion or injection syringe,,True
325262005,glimepirid tab 3 mg,Glimepiride 3 mg oral tablet,,True
1119951000202103,tetrakainhydroklorid øyedr 10 mg/ml,Tetracaine hydrochloride 10 mg/mL eye drops solution,,True
432677009,lisdeksamfetamindimesilat kaps 40 mg,Lisdexamfetamine dimesylate 40 mg oral capsule,,True
321597002,risperidon mikst 1 mg/ml,Risperidone 1 mg/mL oral solution,,True
765070003,glyserol stikkpille 4 g,Glycerol 4 g rectal suppository,,True
1033691000202104,benralizumab inj væske 30 mg/sprøyte,Benralizumab 30 mg solution for injection syringe,,True
1024911000202100,dimetikon kaps 200 mg,Dimethicone 200 mg oral capsule,,True
1020331000202103,"metotreksat inj væske 12,5 mg/penn",Methotrexate 12.5 mg solution for injection pen,,True
477761000202100,meropenem (som meropenemtrihydrat) pulv til inf væske 500 mg/pose,Meropenem (as meropenem trihydrate) 500 mg powder for solution for infusion bag,,True
879981008,metoprololtartrat (som metoprololsuksinat) DEPOTtab 200 mg,Metoprolol tartrate (as metoprolol succinate) 200 mg prolonged-release oral tablet,,True
1120201000202107,budesonid smeltetab 500 mikrog,Budesonide 500 microgram orodispersible tablet,,True
1087641000202105,østradiol (som østradiolhemihydrat) transdermalgel 750 mikrog/aktivering,Estradiol (as estradiol hemihydrate) 750 microgram/actuation transdermal gel,,True
477851000202108,cannabidiol/dronabinol dråper 10 mg/ml + 10 mg/ml,Cannabidiol 10 mg/mL and dronabinol 10 mg/mL oral drops solution,,True
1020551000202104,amfetamin DEPOTkaps 20 mg,Amphetamine 20 mg prolonged-release oral capsule,,True
765728002,diklofenaknatrium enterotab 25 mg,Diclofenac sodium 25 mg gastro-resistant oral tablet,,True
376487009,valsartan tab 320 mg,Valsartan 320 mg oral tablet,,True
407621000202109,"alfa-1-proteinasehemmer, human pulv til inf væske 5 g/hgl",Human alpha1 proteinase inhibitor 5 g powder for solution for infusion vial,,True
567651000202107,deksametason munnsmeltende film 4 mg,Dexamethasone 4 mg orodispersible film,,True
347901000202109,"dabigatraneteksilat (som dabigatraneteksilatmesilat) gran, drasjert 30 mg/dosepose",Dabigatran etexilate (as dabigatran etexilate mesylate) 30 mg coated oral granules sachet,,True
321127001,nitrazepam tab 5 mg,Nitrazepam 5 mg oral tablet,,True
127821000202101,risankizumab inj væske 150 mg/penn,Risankizumab 150 mg solution for injection pen,,True
127561000202108,kalsium (som kalsiumkarbonat) brusetab 500 mg,Calcium (as calcium carbonate) 500 mg effervescent oral tablet,,True
367901000202102,mekobalamin tyggetab 5 mg,Methylcobalamin 5 mg chewable tablet,,True
704473006,rivaroksaban tab 15 mg,Rivaroxaban 15 mg oral tablet,,True
442266006,amlodipin (som amlodipinbesilat)/hydroklortiazid/valsartan tab 5 mg + 25 mg + 160 mg,Amlodipine (as amlodipine besilate) 5 mg and hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet,,True
1030981000202103,"pramipeksol (som pramipeksoldihydrokloridmonohydrat) DEPOTtab 2,1 mg",Pramipexole (as pramipexole dihydrochloride monohydrate) 2.1 mg prolonged-release oral tablet,,True
1003401000202103,upadacitinib (som upadacitinibhemihydrat) DEPOTtab 15 mg,Upadacitinib (as upadacitinib hemihydrate) 15 mg prolonged-release oral tablet,,True
347591000202106,fenoksymetylpenicillinkalium tab 990 mg,Penicillin V potassium 990 mg oral tablet,,True
1035491000202100,bimatoprost øyedr 100 mikrog/ml,Bimatoprost 100 microgram/mL eye drops solution,,True
879980009,metoprololtartrat (som metoprololsuksinat) DEPOTtab 100 mg,Metoprolol tartrate (as metoprolol succinate) 100 mg prolonged-release oral tablet,,True
287291000202106,"kull, aktivt gran til mikst 25 g/flaske",Activated charcoal 25 g granules for oral suspension bottle,,True
1036221000202105,flukonazol pulv til mikst 40 mg/ml,Fluconazole 40 mg/mL powder for oral suspension,,True
426863002,melatonin DEPOTtab 2 mg,Melatonin 2 mg prolonged-release oral tablet,,True
1031701000202100,kaptopril mikstur 5 mg/ml,Captopril 5 mg/mL oral liquid,,True
577861000202102,"tirzepatid inj væske 2,5 mg/aktivering",Tirzepatide 2.5 mg/actuation solution for injection,,True
1102071000202102,korifollitropin alfa inj væske 150 mikrog/sprøyte,Corifollitropin alfa 150 microgram solution for injection syringe,,True
323054005,levetiracetam tab 500 mg,Levetiracetam 500 mg oral tablet,,True
1023501000202106,sufentanil (som sufentanilsitrat) inj væske 50 mikrog/ml,Sufentanil (as sufentanil citrate) 50 microgram/mL solution for injection,,True
407789009,eletriptan (som eletriptanhydrobromid) tab 40 mg,Eletriptan (as eletriptan hydrobromide) 40 mg oral tablet,,True
1087161000202100,klindamycin (som klindamycinfosfat) inf væske 6 mg/ml,Clindamycin (as clindamycin phosphate) 6 mg/mL solution for infusion,,True
527561000202104,gentamicin (som gentamicinsulfat) inj/inf væske 40 mg/ml,Gentamicin (as gentamicin sulfate) 40 mg/mL solution for infusion or injection,,True
432411009,lisdeksamfetamindimesilat kaps 20 mg,Lisdexamfetamine dimesylate 20 mg oral capsule,,True
347731000202104,isosorbidmononitrat kaps modif frisetting 50 mg,Isosorbide mononitrate 50 mg modified-release oral capsule,,True
317512004,bisakodyl enterotab 5 mg,Bisacodyl 5 mg gastro-resistant oral tablet,,True
330037008,hydroksyklorokinsulfat tab 200 mg,Hydroxychloroquine sulfate 200 mg oral tablet,,True
325373001,hydrokortison tab 10 mg,Hydrocortisone 10 mg oral tablet,,True
783079007,buspironhydroklorid tab 5 mg,Buspirone hydrochloride 5 mg oral tablet,,True
1040741000202105,turoktokog alfa pulv til inj væske 2000 IE/hgl,Turoctocog alfa 2000 international unit powder for solution for injection vial,,False
770309008,flutikasonpropionat/salmeterol (som salmeterolxinafoat) inh pulv 250 mikrog/aktivering + 50 mikrog/aktivering,Fluticasone propionate 250 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation,,True
331944005,fluocinolonacetonid krem 250 mikrog/g,Fluocinolone acetonide 250 microgram/g cutaneous cream,,True
766006001,lansoprazol enterokaps 30 mg,Lansoprazole 30 mg gastro-resistant oral capsule,,True
1162426008,"losartankalium tab 12,5 mg",Losartan potassium 12.5 mg oral tablet,,True
326048000,repaglinid tab 1 mg,Repaglinide 1 mg oral tablet,,True
406786007,aripiprazol tab 5 mg,Aripiprazole 5 mg oral tablet,,True
1015741000202105,melatonin DEPOTtab 5 mg,Melatonin 5 mg prolonged-release oral tablet,,True
331849001,betametason (som betametasonvalerat)/fusidinsyre krem 1 mg/g + 20 mg/g,Betamethasone (as betamethasone valerate) 1 mg/g and fusidic acid 20 mg/g cutaneous cream,,True
1021801000202105,haemophilus influensae type b polysakkarid konjugert med tetanustoksoid pulv til inj væske 10 mikrog/sprøyte,Haemophilus influenzae type B capsular polysaccharide polyribosylribitol phosphate antigen conjugated to Clostridium tetani toxoid protein 10 microgram powder for solution for injection syringe,,True
327044005,temozolomid kaps 100 mg,Temozolomide 100 mg oral capsule,,True
148491000202103,etoposid (som etoposidfosfat) pulv til inf væske 100 mg/hgl,Etoposide (as etoposide phosphate) 100 mg powder for solution for infusion vial,,True
488301000202105,tozinameran kons til inj væske 3 mikrog/sprøyte,Tozinameran 3 microgram concentrate for dispersion for injection syringe,,True
1037761000202108,deferoksaminmesilat pulv til inj/inf væske 500 mg/hgl,Deferoxamine mesylate 500 mg powder for solution for infusion or injection vial,,True
321991008,citalopram (som citalopramhydrobromid) tab 40 mg,Citalopram (as citalopram hydrobromide) 40 mg oral tablet,,True
1019871000202106,oksybuprokainhydroklorid liniment 5 mg/ml,Benoxinate hydrochloride 5 mg/mL cutaneous liquid,,True
408624008,rivastigmin (som rivastigminhydrogentartrat) mikst 2 mg/ml,Rivastigmine (as rivastigmine tartrate) 2 mg/mL oral solution,,True
375252000,cilostazol tab 100 mg,Cilostazol 100 mg oral tablet,,True
1032761000202106,azacitidin pulv til inj væske 25 mg/ml,Azacitidine 25 mg/mL powder for suspension for injection,,True
1076651000202104,"fluorouracil/salisylsyre liniment, oppl 5 mg/g + 100 mg/g",Fluorouracil 5 mg/g and salicylic acid 100 mg/g cutaneous solution,,True
1086891000202100,metakolinklorid pulv til inh væske til nebulisator 33 mg/hgl,Methacholine chloride 33 mg powder for nebulizer solution vial,,True
1017701000202101,takrolimus (som takrolimusmonohydrat) kaps 5 mg,Tacrolimus (as tacrolimus monohydrate) 5 mg oral capsule,,True
781762001,amikacin (som amikacinsulfat) inj væske 250 mg/ml,Amikacin (as amikacin sulfate) 250 mg/mL solution for injection,,True
318631003,"karvedilol tab 12,5 mg",Carvedilol 12.5 mg oral tablet,,True
527841000202102,atropinhemisulfat inj væske 1 mg/ml,Atropine sulfate anhydrous 1 mg/mL solution for injection,,True
325412002,metylprednisolon tab 4 mg,Methylprednisolone 4 mg oral tablet,,True
1036241000202101,"formoterolfumaratdihydrat inh pulv 4,5 mikrog/aktivering",Formoterol fumarate dihydrate 4.5 microgram/actuation powder for inhalation,,True
1026531000202106,bimatoprost øyedr 300 mikrog/ml,Bimatoprost 300 microgram/mL eye drops solution,,True
783112008,pivmecillinamhydroklorid tab 200 mg,Pivmecillinam hydrochloride 200 mg oral tablet,,True
527571000202108,kalsiumglukonat inj/inf væske 100 mg/ml,Calcium gluconate 100 mg/mL solution for infusion or injection,,True
